Date,Open,High,Low,Close,Adj Close,Volume,Stock Name,Date_only,fin_pos,fin_neg,fin_neu,tweet_count
2021-11-02,148.66000366210938,151.57000732421875,148.64999389648438,150.02000427246094,148.93698120117188,69122000,AAPL,2021-11-02,9.038193055632291,3.9576242002183335,0.004182912678743378,13.0
2021-11-03,150.38999938964844,151.97000122070312,149.82000732421875,151.49000549316406,150.3963623046875,54511500,AAPL,2021-11-03,4.85063723533365,1.0324702927995304,0.11689242353443774,6.0
2021-11-04,151.5800018310547,152.42999267578125,150.63999938964844,150.9600067138672,149.8701934814453,60394600,AAPL,2021-11-04,5.979987988567373,2.46783044368334,2.552181607741225,11.0
2021-11-05,151.88999938964844,152.1999969482422,150.05999755859375,151.27999877929688,150.40707397460938,65463900,AAPL,2021-11-05,4.059490345251732,4.940077833480927,0.00043178462703608034,9.0
2021-11-08,151.41000366210938,151.57000732421875,150.16000366210938,150.44000244140625,149.57191467285156,55020900,AAPL,2021-11-08,11.359646469369181,2.623358337509856,0.01699535965690302,14.0
2021-11-09,150.1999969482422,151.42999267578125,150.05999755859375,150.80999755859375,149.93978881835938,56787900,AAPL,2021-11-09,17.52100140725433,2.4163289879520278,0.06266939101533753,20.0
2021-11-10,150.02000427246094,150.1300048828125,147.85000610351562,147.9199981689453,147.0664520263672,65187100,AAPL,2021-11-10,6.811609952740055,1.1677681568252183,0.020622143271761928,8.0
2021-11-11,148.9600067138672,149.42999267578125,147.67999267578125,147.8699951171875,147.01675415039062,41000000,AAPL,2021-11-11,1.99985976918083,5.314962658076183e-05,1.0000871124118476,3.0
2021-11-12,148.42999267578125,150.39999389648438,147.47999572753906,149.99000549316406,149.12452697753906,63804000,AAPL,2021-11-12,6.54171579088711,2.0030397459353253,0.45524449097606556,9.0
2021-11-15,150.3699951171875,151.8800048828125,149.42999267578125,150.0,149.13446044921875,59222800,AAPL,2021-11-15,6.721321523189545,0.2563750833450058,0.022303290645595553,7.0
2021-11-16,149.94000244140625,151.49000549316406,149.33999633789062,151.0,150.12867736816406,59256200,AAPL,2021-11-16,5.051223620603151,6.312003786465176,0.6367723791122168,12.0
2021-11-17,151.0,155.0,150.99000549316406,153.49000549316406,152.60430908203125,88807000,AAPL,2021-11-17,11.168960515091385,3.667060395029239,0.1639791982804013,15.0
2021-11-18,153.7100067138672,158.6699981689453,153.0500030517578,157.8699951171875,156.95904541015625,137827700,AAPL,2021-11-18,36.3495187375315,8.542844904720447,2.1076364870578796,47.0
2021-11-19,157.64999389648438,161.02000427246094,156.52999877929688,160.5500030517578,159.62356567382812,117305600,AAPL,2021-11-19,14.002212777191392,5.98996901515136,0.00781855467882897,20.0
2021-11-22,161.67999267578125,165.6999969482422,161.0,161.02000427246094,160.0908660888672,117467900,AAPL,2021-11-22,13.06519981605741,6.8756131881199565,2.0591876447947737,22.0
2021-11-23,161.1199951171875,161.8000030517578,159.05999755859375,161.41000366210938,160.47862243652344,96041900,AAPL,2021-11-23,5.921984863189557,2.055479741005911,0.022535561568446383,8.0
2021-11-24,160.75,162.13999938964844,159.63999938964844,161.94000244140625,161.0055694580078,69463600,AAPL,2021-11-24,13.233129504219391,2.010253300951021,0.7566170288753895,16.0
2021-11-26,159.57000732421875,160.4499969482422,156.36000061035156,156.80999755859375,155.90516662597656,76959800,AAPL,2021-11-26,12.988523244857788,0.0033325199779703496,0.00814420635310853,13.0
2021-11-29,159.3699951171875,161.19000244140625,158.7899932861328,160.24000549316406,159.31536865234375,88748200,AAPL,2021-11-29,6.5012120145952395,2.33430650148631,1.1644812204953041,10.0
2021-11-30,159.99000549316406,165.52000427246094,159.9199981689453,165.3000030517578,164.34617614746094,174048100,AAPL,2021-11-30,19.487961611021092,5.3521386959691455,2.1598997104788396,27.0
2021-12-01,167.47999572753906,170.3000030517578,164.52999877929688,164.77000427246094,163.81924438476562,152052500,AAPL,2021-12-01,23.2179653334897,1.5745829982533621,2.2074517645305747,27.0
2021-12-02,158.74000549316406,164.1999969482422,157.8000030517578,163.75999450683594,162.8150634765625,136739200,AAPL,2021-12-02,9.838395604892403,7.098585273784611,9.06301906668056,26.0
2021-12-03,164.02000427246094,164.9600067138672,159.72000122070312,161.83999633789062,160.90611267089844,118023100,AAPL,2021-12-03,7.67108133344118,2.285957583734188,0.0429609452235411,10.0
2021-12-06,164.2899932861328,167.8800048828125,164.27999877929688,165.32000732421875,164.36605834960938,107497000,AAPL,2021-12-06,13.574152847751975,0.025197676859278317,2.400649754009919,16.0
2021-12-07,169.0800018310547,171.5800018310547,168.33999633789062,171.17999267578125,170.19223022460938,120405400,AAPL,2021-12-07,27.23643483619962,14.559213228913649,2.204352120458779,44.0
2021-12-08,172.1300048828125,175.9600067138672,170.6999969482422,175.0800018310547,174.0697479248047,116998900,AAPL,2021-12-08,22.490653769984704,4.776896803885961,3.7324494330804683,31.0
2021-12-09,174.91000366210938,176.75,173.9199981689453,174.55999755859375,173.552734375,108923700,AAPL,2021-12-09,19.00658329239468,2.9685882931773264,1.024828617725234,23.0
2021-12-10,175.2100067138672,179.6300048828125,174.69000244140625,179.4499969482422,178.4145050048828,115402700,AAPL,2021-12-10,24.38595156933843,7.031576900694262,0.582471532108741,32.0
2021-12-13,181.1199951171875,182.1300048828125,175.52999877929688,175.74000549316406,174.72593688964844,153237000,AAPL,2021-12-13,22.203736193411746,10.810709487554348,3.9855542322833384,37.0
2021-12-14,175.25,177.74000549316406,172.2100067138672,174.3300018310547,173.32406616210938,139380400,AAPL,2021-12-14,9.598872852420687,10.248093068971798,1.1530340745912069,21.0
2021-12-15,175.11000061035156,179.5,172.30999755859375,179.3000030517578,178.26539611816406,131063300,AAPL,2021-12-15,11.472325625363737,3.504952427456711,0.02272187207374543,15.0
2021-12-16,179.27999877929688,181.13999938964844,170.75,172.25999450683594,171.2659912109375,150185800,AAPL,2021-12-16,13.894936506356316,3.037315957830284,1.0677472053651371,18.0
2021-12-17,169.92999267578125,173.47000122070312,169.69000244140625,171.13999938964844,170.15248107910156,195432700,AAPL,2021-12-17,9.253415353023648,3.7331130607621503,0.013471250549141445,13.0
2021-12-20,168.27999877929688,170.5800018310547,167.4600067138672,169.75,168.77049255371094,107499100,AAPL,2021-12-20,3.9824582071742043,1.9998924447974105,0.017649437053862016,6.0
2021-12-21,171.55999755859375,173.1999969482422,169.1199951171875,172.99000549316406,171.99179077148438,91185900,AAPL,2021-12-21,6.7228357791900635,0.12292150785918565,0.1542427916680822,7.0
2021-12-22,173.0399932861328,175.86000061035156,172.14999389648438,175.63999938964844,174.62649536132812,92135300,AAPL,2021-12-22,10.96768659511092,2.9984174072258156,1.0338960201075942,15.0
2021-12-23,175.85000610351562,176.85000610351562,175.27000427246094,176.27999877929688,175.26280212402344,68356600,AAPL,2021-12-23,8.700051603838801,1.9715521685913089,0.3283962829386837,11.0
2021-12-27,177.08999633789062,180.4199981689453,177.07000732421875,180.3300018310547,179.28945922851562,74919600,AAPL,2021-12-27,18.148374902772503,3.6596771307601372,0.19194793954998346,22.0
2021-12-28,180.16000366210935,181.3300018310547,178.52999877929688,179.2899932861328,178.2554473876953,79144300,AAPL,2021-12-28,16.54571875638794,3.199977721738037,1.2543034352852374,21.0
2021-12-29,179.3300018310547,180.6300048828125,178.13999938964844,179.3800048828125,178.34494018554688,62348900,AAPL,2021-12-29,6.000245043279065,1.9973259120748708,0.0024292291556253787,8.0
2021-12-30,179.47000122070312,180.57000732421875,178.08999633789062,178.1999969482422,177.17172241210938,59773000,AAPL,2021-12-30,3.9963955879211426,0.002633875916217221,0.0009703425029670143,4.0
2021-12-31,178.08999633789062,179.22999572753906,177.25999450683594,177.57000732421875,176.54539489746094,64062300,AAPL,2021-12-31,6.4963550843658595,2.7717291867878355,0.7319156601279815,10.0
2022-01-03,177.8300018310547,182.8800048828125,177.7100067138672,182.00999450683597,180.9597320556641,104487900,AAPL,2022-01-03,45.950416400902256,14.996639062656826,2.052944092224209,63.0
2022-01-04,182.6300048828125,182.94000244140625,179.1199951171875,179.6999969482422,178.66307067871094,99310400,AAPL,2022-01-04,16.571678328505072,7.410619469635208,2.01770227836829,26.0
2022-01-05,179.61000061035156,180.1699981689453,174.63999938964844,174.9199981689453,173.91065979003906,94537600,AAPL,2022-01-05,6.249307702328224,0.42451041367475284,1.3261818240389402,8.0
2022-01-06,172.6999969482422,175.3000030517578,171.63999938964844,172.0,171.00750732421875,96904000,AAPL,2022-01-06,5.969159243337344,1.9927699829411907,0.0380708347296661,8.0
2022-01-07,172.88999938964844,174.13999938964844,171.02999877929688,172.1699981689453,171.176513671875,86709100,AAPL,2022-01-07,14.332431662411388,3.475611309684112,0.19195710854291992,18.0
2022-01-10,169.0800018310547,172.5,168.1699981689453,172.19000244140625,171.19642639160156,106765600,AAPL,2022-01-10,11.975243606977706,1.995095802218998,0.029660481580725317,14.0
2022-01-11,172.32000732421875,175.17999267578125,170.82000732421875,175.0800018310547,174.0697479248047,76138300,AAPL,2022-01-11,5.927497673563838,3.0090819298982296,0.06342061145487143,9.0
2022-01-12,176.1199951171875,177.17999267578125,174.82000732421875,175.52999877929688,174.5171356201172,74805200,AAPL,2022-01-12,9.07908121496439,1.9187071374345592,0.002211615576186432,11.0
2022-01-13,175.77999877929688,176.6199951171875,171.7899932861328,172.19000244140625,171.19642639160156,84505800,AAPL,2022-01-13,8.993985712528229,0.0012331617874394851,0.004781048381481412,9.0
2022-01-14,171.33999633789062,173.77999877929688,171.08999633789062,173.07000732421875,172.07135009765625,80440800,AAPL,2022-01-14,8.735141126438975,0.22050005591329125,2.044358895671394,11.0
2022-01-18,171.50999450683594,172.5399932861328,169.41000366210938,169.8000030517578,168.82020568847656,90956700,AAPL,2022-01-18,6.582927324889024,1.0069153503694395,1.4101572752938523,9.0
2022-01-19,170.0,171.0800018310547,165.94000244140625,166.22999572753906,165.2707977294922,94815000,AAPL,2022-01-19,6.8277852154681975,3.935747320306291,0.2364672934426828,11.0
2022-01-20,166.97999572753906,169.67999267578125,164.17999267578125,164.50999450683594,163.56072998046875,91420500,AAPL,2022-01-20,3.520708978176117,0.3482840314918576,0.13100709741775063,4.0
2022-01-21,164.4199981689453,166.3300018310547,162.3000030517578,162.41000366210938,161.47286987304688,122848900,AAPL,2022-01-21,4.9041493379496695,6.467310946161888,1.628539426141053,13.0
2022-01-24,160.02000427246094,162.3000030517578,154.6999969482422,161.6199951171875,160.6873779296875,162294600,AAPL,2022-01-24,10.878271959739493,3.4245690376921516,0.6971591660092571,15.0
2022-01-25,158.97999572753906,162.75999450683594,157.02000427246094,159.77999877929688,158.85801696777344,115798400,AAPL,2022-01-25,8.7644813766683,1.0617648401332644,2.1737541033191974,12.0
2022-01-26,163.5,164.38999938964844,157.82000732421875,159.69000244140625,158.76853942871094,108275300,AAPL,2022-01-26,6.975290130924705,2.0068299554544353,1.0178799662341556,10.0
2022-01-27,162.4499969482422,163.83999633789062,158.27999877929688,159.22000122070312,158.30123901367188,121954600,AAPL,2022-01-27,53.85076897534497,26.054955955886022,11.094274847937942,91.0
2022-01-28,165.7100067138672,170.35000610351562,162.8000030517578,170.3300018310547,169.34713745117188,179935700,AAPL,2022-01-28,24.774945530283652,17.222874281897774,4.002180419640245,46.0
2022-01-31,170.16000366210938,175.0,169.50999450683594,174.77999877929688,173.77145385742188,115541600,AAPL,2022-01-31,10.88915671720482,2.0800707618141843,2.0307724014347524,15.0
2022-02-01,174.00999450683594,174.83999633789062,172.30999755859375,174.61000061035156,173.6024627685547,86213900,AAPL,2022-02-01,13.085239311907557,4.219647807717479,1.6951130368590128,19.0
2022-02-02,174.75,175.8800048828125,173.3300018310547,175.83999633789062,174.82533264160156,84914300,AAPL,2022-02-02,14.59696301164892,5.197580717944929,4.205456341229035,24.0
2022-02-03,174.47999572753906,176.24000549316406,172.1199951171875,172.89999389648438,171.90231323242188,89418100,AAPL,2022-02-03,18.054778803164165,4.527712184408173,3.4175096123334487,26.0
2022-02-04,171.67999267578125,174.10000610351562,170.67999267578125,172.38999938964844,171.61363220214844,82465400,AAPL,2022-02-04,8.288218644708408,4.392754535749418,0.3190267923773673,13.0
2022-02-07,172.86000061035156,173.9499969482422,170.9499969482422,171.66000366210938,170.8869171142578,77251200,AAPL,2022-02-07,6.856285393238068,0.05326997724432658,0.09044456933315814,7.0
2022-02-08,171.72999572753906,175.35000610351562,171.42999267578125,174.8300018310547,174.04263305664062,74829200,AAPL,2022-02-08,16.075101436582433,3.9161063625117194,1.00879207423886,21.0
2022-02-09,176.0500030517578,176.64999389648438,174.89999389648438,176.27999877929688,175.48609924316406,71285000,AAPL,2022-02-09,7.839006928727031,0.13670759661486187,2.0242854412579163,10.0
2022-02-10,174.13999938964844,175.47999572753906,171.5500030517578,172.1199951171875,171.34483337402344,90865900,AAPL,2022-02-10,7.973876774311066,0.0232244718890513,0.002898693493477822,8.0
2022-02-11,172.3300018310547,173.0800018310547,168.0399932861328,168.63999938964844,167.88050842285156,98670700,AAPL,2022-02-11,6.112305930746665,5.160180167395893,0.727513629446972,12.0
2022-02-14,167.3699951171875,169.5800018310547,166.55999755859375,168.8800048828125,168.1194305419922,86185500,AAPL,2022-02-14,7.99307110812515,0.04558489567728685,1.9613440128405273,10.0
2022-02-15,170.97000122070312,172.9499969482422,170.25,172.7899932861328,172.01182556152344,62527400,AAPL,2022-02-15,6.526264563202858,1.434417087396291,0.03931846519776627,8.0
2022-02-16,171.85000610351562,173.33999633789062,170.0500030517578,172.5500030517578,171.77291870117188,61177400,AAPL,2022-02-16,4.643788039684296,0.003423000393922848,0.35278894494695123,5.0
2022-02-17,171.02999877929688,171.91000366210938,168.47000122070312,168.8800048828125,168.1194305419922,69589300,AAPL,2022-02-17,5.776804850247196,1.2770972242433345,0.9460978483191695,8.0
2022-02-18,169.82000732421875,170.5399932861328,166.19000244140625,167.3000030517578,166.5465545654297,82772700,AAPL,2022-02-18,3.0273245945572853,0.9723569517184814,0.00031842839541695867,4.0
2022-02-22,164.97999572753906,166.69000244140625,162.14999389648438,164.32000732421875,163.57998657226562,91162800,AAPL,2022-02-22,13.293729722499847,0.67961810906381,0.026652328146838045,14.0
2022-02-23,165.5399932861328,166.14999389648438,159.75,160.07000732421875,159.34912109375,90009200,AAPL,2022-02-23,6.186935737321619,1.156278799243026,0.656785358389925,8.0
2022-02-24,152.5800018310547,162.85000610351562,152.0,162.74000549316406,162.00709533691406,141147500,AAPL,2022-02-24,7.62186101855923,3.3051239668165167,0.07301484100982059,11.0
2022-02-25,163.83999633789062,165.1199951171875,160.8699951171875,164.85000610351562,164.1075897216797,91974200,AAPL,2022-02-25,6.9954564571380615,0.003916672452120906,0.0006268975108127961,7.0
2022-02-28,163.05999755859375,165.4199981689453,162.42999267578125,165.1199951171875,164.37635803222656,95056600,AAPL,2022-02-28,2.3696789890527725,1.6738028007156558,0.9565182079073793,5.0
2022-03-01,164.6999969482422,166.60000610351562,161.97000122070312,163.1999969482422,162.4650115966797,83474400,AAPL,2022-03-01,6.879349698347141,1.9629519629183108,2.1576984156199615,11.0
2022-03-02,164.38999938964844,167.36000061035156,162.9499969482422,166.55999755859375,165.8098907470703,79724800,AAPL,2022-03-02,7.782862783670504,2.1962231050625576,0.020914182434662587,10.0
2022-03-03,168.47000122070312,168.91000366210938,165.5500030517578,166.22999572753906,165.4813690185547,76678400,AAPL,2022-03-03,14.762711867690086,1.176059681479174,0.06122835770338497,16.0
2022-03-04,164.49000549316406,165.5500030517578,162.10000610351562,163.1699981689453,162.4351348876953,83737200,AAPL,2022-03-04,14.480018662421571,2.5076985624116332,0.012282704703807212,17.0
2022-03-07,163.36000061035156,165.02000427246094,159.0399932861328,159.3000030517578,158.5825958251953,96418800,AAPL,2022-03-07,8.955485933896853,0.023700148933073706,1.0208139112909294,10.0
2022-03-08,158.82000732421875,162.8800048828125,155.8000030517578,157.44000244140625,156.73094177246094,131148300,AAPL,2022-03-08,12.96336579322815,0.6784586338112035,0.35817555290600467,14.0
2022-03-09,161.47999572753906,163.41000366210938,159.41000366210938,162.9499969482422,162.2161407470703,91454900,AAPL,2022-03-09,7.324988634148099,1.6642208504924056,0.010790822567562586,9.0
2022-03-10,160.1999969482422,160.38999938964844,155.97999572753906,158.52000427246094,157.8061065673828,105342000,AAPL,2022-03-10,12.020460342493607,3.7823836038092082,0.1971558369008335,16.0
2022-03-11,158.92999267578125,159.27999877929688,154.5,154.72999572753906,154.0331573486328,96970100,AAPL,2022-03-11,10.006821967676558,2.9533561045451506,0.03982192380969618,13.0
2022-03-14,151.4499969482422,154.1199951171875,150.10000610351562,150.6199951171875,149.941650390625,108732100,AAPL,2022-03-14,22.357499807027125,1.627607376034689,7.014892639634809,31.0
2022-03-15,150.89999389648438,155.57000732421875,150.3800048828125,155.08999633789062,154.3915252685547,92964300,AAPL,2022-03-15,10.836209836515309,3.133951198105194,1.0298391487326057,15.0
2022-03-16,157.0500030517578,160.0,154.4600067138672,159.58999633789062,158.87127685546875,102300200,AAPL,2022-03-16,3.81549997168986,2.128576978155934,0.05592313120905601,6.0
2022-03-17,158.61000061035156,161.0,157.6300048828125,160.6199951171875,159.89663696289062,75615400,AAPL,2022-03-17,7.940656468162615,3.6796984709964846,0.37964499765491055,12.0
2022-03-18,160.50999450683594,164.47999572753906,159.75999450683594,163.97999572753906,163.24151611328125,123511700,AAPL,2022-03-18,6.263943028112408,1.0527460165251057,1.6833106960039004,9.0
2022-03-21,163.50999450683594,166.35000610351562,163.00999450683594,165.3800048828125,164.6352081298828,95811400,AAPL,2022-03-21,8.870165769721211,3.173877510609799,0.9559569784773245,13.0
2022-03-22,165.50999450683594,169.4199981689453,164.91000366210938,168.82000732421875,168.05970764160156,81532000,AAPL,2022-03-22,8.1016224752384,1.231648788725039,0.6667287860528432,10.0
2022-03-23,167.99000549316406,172.63999938964844,167.64999389648438,170.2100067138672,169.44345092773438,98062700,AAPL,2022-03-23,11.907927415483755,3.089121716637237,0.0029508646988816167,15.0
2022-03-24,171.05999755859375,174.13999938964844,170.2100067138672,174.07000732421875,173.2860565185547,90131400,AAPL,2022-03-24,8.110108619397579,2.940145285278277,0.9497463473172161,12.0
2022-03-25,173.8800048828125,175.27999877929688,172.75,174.72000122070312,173.93313598632812,80546200,AAPL,2022-03-25,11.921132698662404,1.8832759826234735,0.1955914236349372,14.0
2022-03-28,172.1699981689453,175.72999572753906,172.0,175.60000610351562,174.80917358398438,90371900,AAPL,2022-03-28,9.60394601156239,2.3727976002691307,1.0232562768533957,13.0
2022-03-29,176.69000244140625,179.00999450683594,176.33999633789062,178.9600067138672,178.15403747558594,100589400,AAPL,2022-03-29,14.386662087716914,8.323665056278116,2.289672743034997,25.0
2022-03-30,178.5500030517578,179.61000061035156,176.6999969482422,177.77000427246094,176.9694061279297,92633200,AAPL,2022-03-30,18.784002289959545,5.005602832412777,1.210394566828377,25.0
2022-03-31,177.83999633789062,178.02999877929688,174.39999389648438,174.61000061035156,173.82362365722656,103049300,AAPL,2022-03-31,8.702808149821863,4.281845284935514,0.015346722403037916,13.0
2022-04-01,174.02999877929688,174.8800048828125,171.94000244140625,174.30999755859375,173.5249786376953,78751300,AAPL,2022-04-01,7.534303877942676,3.76710667472679,2.698589729157849,14.0
2022-04-04,174.57000732421875,178.49000549316406,174.44000244140625,178.44000244140625,177.63636779785156,76468400,AAPL,2022-04-04,9.207040603201314,4.101513847808846,0.6914454350311439,14.0
2022-04-05,177.5,178.3000030517578,174.4199981689453,175.05999755859375,174.2716064453125,73401800,AAPL,2022-04-05,6.955472588512748,0.9997970578916906,1.0447302925142594,9.0
2022-04-06,172.36000061035156,173.6300048828125,170.1300048828125,171.8300018310547,171.05615234375,89058800,AAPL,2022-04-06,6.409736465793685,2.560655610412425,1.0296080567841273,10.0
2022-04-07,171.16000366210938,173.36000061035156,169.85000610351562,172.13999938964844,171.36474609375,77594700,AAPL,2022-04-07,2.2021752239779744,1.7991288284542861,1.9986958639669865,6.0
2022-04-08,171.77999877929688,171.77999877929688,169.1999969482422,170.08999633789062,169.323974609375,76575500,AAPL,2022-04-08,8.983424998455462,1.0069030859446926,1.0096720981230671,11.0
2022-04-11,168.7100067138672,169.02999877929688,165.5,165.75,165.00352478027344,72246700,AAPL,2022-04-11,10.206815567453717,2.221200667752896,2.5719835620064533,15.0
2022-04-12,168.02000427246094,169.8699951171875,166.63999938964844,167.66000366210938,166.90493774414062,79265200,AAPL,2022-04-12,6.491218451759778,2.508091558935803,0.0006897836101416033,9.0
2022-04-13,167.38999938964844,171.0399932861328,166.77000427246094,170.39999389648438,169.63258361816406,70618900,AAPL,2022-04-13,8.995709187621099,1.000221504150204,1.0040691832820663,11.0
2022-04-14,170.6199951171875,171.27000427246094,165.0399932861328,165.2899932861328,164.5456085205078,75329400,AAPL,2022-04-14,4.461927048882224,2.2842775824501587,0.253795495763498,7.0
2022-04-18,163.9199981689453,166.60000610351562,163.57000732421875,165.07000732421875,164.32659912109375,69023900,AAPL,2022-04-18,6.7271788120269775,0.2661542073218186,0.006666860263379704,7.0
2022-04-19,165.02000427246094,167.82000732421875,163.91000366210938,167.39999389648438,166.64610290527344,67723800,AAPL,2022-04-19,8.792965518037818,2.9818073179551448,0.2252271413891549,12.0
2022-04-20,168.75999450683594,168.8800048828125,166.10000610351562,167.22999572753906,166.4768524169922,67929800,AAPL,2022-04-20,11.276255084457375,7.2393715194985475,0.4843735671037166,19.0
2022-04-21,168.91000366210938,171.52999877929688,165.91000366210938,166.4199981689453,165.67051696777344,87227800,AAPL,2022-04-21,7.552570772899344,4.138145486811823,2.3092838055838456,14.0
2022-04-22,166.4600067138672,167.8699951171875,161.5,161.7899932861328,161.0613555908203,84882400,AAPL,2022-04-22,12.507113159007844,2.123095808193284,4.369791452499867,19.0
2022-04-25,161.1199951171875,163.1699981689453,158.4600067138672,162.8800048828125,162.14645385742188,96046400,AAPL,2022-04-25,17.682533788553428,0.25906712590443703,2.058399105149533,20.0
2022-04-26,162.25,162.33999633789062,156.72000122070312,156.8000030517578,156.09384155273438,95623200,AAPL,2022-04-26,12.555421409010489,2.0022038506997433,4.44237458407564,19.0
2022-04-27,155.91000366210938,159.7899932861328,155.3800048828125,156.57000732421875,155.86488342285156,88063200,AAPL,2022-04-27,14.621476516974532,6.619693765207323,0.7588296322461368,22.0
2022-04-28,159.25,164.52000427246094,158.92999267578125,163.63999938964844,162.9030303955078,130216800,AAPL,2022-04-28,58.55233770145249,32.22681386917842,18.22084866371658,109.0
2022-04-29,161.83999633789062,166.1999969482422,157.25,157.64999389648438,156.94000244140625,131747600,AAPL,2022-04-29,21.62737382802493,7.50099113410765,3.8716351272949847,33.0
2022-05-02,156.7100067138672,158.22999572753906,153.27000427246094,157.9600067138672,157.2486114501953,123055300,AAPL,2022-05-02,9.103273791357424,1.883047673415831,2.013678566141607,13.0
2022-05-03,158.14999389648438,160.7100067138672,156.32000732421875,159.47999572753906,158.7617645263672,88966500,AAPL,2022-05-03,10.042267172952284,3.9550620317754337,0.0026706412677146574,14.0
2022-05-04,159.6699981689453,166.47999572753906,159.25999450683594,166.02000427246094,165.27230834960938,108256500,AAPL,2022-05-04,10.095092481933534,1.8746652405820328,0.030242508872561302,12.0
2022-05-05,163.85000610351562,164.0800018310547,154.9499969482422,156.77000427246094,156.06398010253906,130525300,AAPL,2022-05-05,8.755799455118904,5.817797153572542,0.42640342528162023,15.0
